,ensembl_gene_id,mgi_symbol,entrezgene
16459,ENSMUSG00000116210,,NA
16460,ENSMUSG00000116428,,NA
16461,ENSMUSG00000039063,Echdc3,67856
16462,ENSMUSG00000082789,Gm13284,NA
16463,ENSMUSG00000022026,Olfm4,380924
16464,ENSMUSG00000094271,Gm13290,545646
16465,ENSMUSG00000000435,Myf5,17877
16466,ENSMUSG00000005410,Mcm5,17218
16467,ENSMUSG00000091792,Gm3573,NA
16468,ENSMUSG00000059273,Zc3h4,330474
16469,ENSMUSG00000104614,Fbxw27,76998
16470,ENSMUSG00000032839,Trpc1,22063
16471,ENSMUSG00000075325,Gm13582,NA
16472,ENSMUSG00000087125,A230108P19Rik,NA
16473,ENSMUSG00000113621,2900060N12Rik,NA
16474,ENSMUSG00000003072,Atp5d,66043
16475,ENSMUSG00000083334,Gm13579,NA
16476,ENSMUSG00000115334,,NA
16477,ENSMUSG00000049076,Acap2,78618
16478,ENSMUSG00000083197,Gm13581,NA
16479,ENSMUSG00000098125,Gm9578,NA
16480,ENSMUSG00000115036,,NA
16481,ENSMUSG00000115346,,NA
16482,ENSMUSG00000115716,,NA
16483,ENSMUSG00000082169,Gm12369,NA
16484,ENSMUSG00000084352,Gm12370,NA
16485,ENSMUSG00000115297,,NA
16486,ENSMUSG00000115542,,NA
16487,ENSMUSG00000045083,Lingo2,242384
16488,ENSMUSG00000115465,,NA
16489,ENSMUSG00000115455,,NA
16490,ENSMUSG00000115385,,NA
16491,ENSMUSG00000087485,Gm13383,NA
16492,ENSMUSG00000059395,Nkapl,66707
16493,ENSMUSG00000064289,Tank,21353
16494,ENSMUSG00000029012,Orc5,26429
16495,ENSMUSG00000054931,Zkscan4,544922
16496,ENSMUSG00000103300,Ighv1-44,NA
16497,ENSMUSG00000070610,Gm13127,NA
16498,ENSMUSG00000091625,Lsm5,66373
16499,ENSMUSG00000079273,Gm17165,NA
16500,ENSMUSG00000091960,Gm17038,NA
16501,ENSMUSG00000070609,Aadacl4,435815
16502,ENSMUSG00000059741,Myl3,17897
16503,ENSMUSG00000102868,Gm37633,NA
16504,ENSMUSG00000114702,Gm40828,NA
16505,ENSMUSG00000092152,Gm17026,NA
16506,ENSMUSG00000074252,Gm10654,NA
16507,ENSMUSG00000104448,Gm37256,NA
16508,ENSMUSG00000101854,1700026F02Rik,NA
16509,ENSMUSG00000103024,Gm37685,NA
16510,ENSMUSG00000022577,Ly6h,23934
16511,ENSMUSG00000034109,Golim4,73124
16512,ENSMUSG00000082159,Gm7910,NA
16513,ENSMUSG00000072889,Nfxl1,100978
16514,ENSMUSG00000114681,1700026N04Rik,NA
16515,ENSMUSG00000041617,Ccdc74a,72315
16516,ENSMUSG00000110554,Gm35256,NA
16517,ENSMUSG00000112362,Gm48507,NA
16518,ENSMUSG00000112588,Gm6859,NA
16519,ENSMUSG00000089916,Gm16160,NA
16520,ENSMUSG00000112293,Gm48509,NA
16521,ENSMUSG00000100876,2810454H06Rik,NA
16522,ENSMUSG00000099496,Gm28365,NA
16523,ENSMUSG00000028833,Ncdn,26562
16524,ENSMUSG00000111339,,NA
16525,ENSMUSG00000027860,Vangl1,229658
16526,ENSMUSG00000109647,Gm45510,NA
16527,ENSMUSG00000109781,Gm45509,NA
16528,ENSMUSG00000086521,Olfr1343-ps1,NA
16529,ENSMUSG00000110181,Gm45508,NA
16530,ENSMUSG00000054074,Skida1,72668
16531,ENSMUSG00000104362,Gm37928,NA
16532,ENSMUSG00000078139,AK157302,NA
16533,ENSMUSG00000107477,Gm44366,NA
16534,ENSMUSG00000102528,Ighv1-45,NA
16535,ENSMUSG00000079941,Gm11273,NA
16536,ENSMUSG00000024677,Ms4a6b,69774
16537,ENSMUSG00000025262,Fam120c,207375
16538,ENSMUSG00000043383,Olfr1342,258708
16539,ENSMUSG00000091160,Gm17133,NA
16540,ENSMUSG00000082396,Zfp389,NA
16541,ENSMUSG00000024085,Man2a1,17158
16542,ENSMUSG00000113186,A330076C08Rik,NA
16543,ENSMUSG00000110664,Aprt-ps,NA
16544,ENSMUSG00000086833,Gm12440,NA
16545,ENSMUSG00000092221,Gm7230,NA
16546,ENSMUSG00000102729,Gm32444,NA
16547,ENSMUSG00000090968,Gm3978,NA
16548,ENSMUSG00000036892,Prodh2,56189
16549,ENSMUSG00000094399,Gm21477,100861691
16550,ENSMUSG00000094399,Gm21477,108168559
16551,ENSMUSG00000021901,Bap1,104416
16552,ENSMUSG00000059475,Zfp426,235028
16553,ENSMUSG00000083157,Gm13511,NA
16554,ENSMUSG00000026753,Ppp6c,67857
16555,ENSMUSG00000082920,Gm13864,NA
16556,ENSMUSG00000082446,Gm13863,NA
16557,ENSMUSG00000038836,Agbl3,76223
16558,ENSMUSG00000046790,Olfr1341,258852
16559,ENSMUSG00000102928,Ighv1-46,NA
16560,ENSMUSG00000029787,Avl9,78937
16561,ENSMUSG00000100529,Gm19261,NA
16562,ENSMUSG00000068262,Gm5879,NA
16563,ENSMUSG00000098077,Gm4960,NA
16564,ENSMUSG00000107849,Gm43904,NA
16565,ENSMUSG00000030054,Gp9,54368
16566,ENSMUSG00000103293,Gm5842,NA
16567,ENSMUSG00000044864,Ankrd50,99696
16568,ENSMUSG00000104624,Gm43478,NA
16569,ENSMUSG00000105068,Gm30835,NA
16570,ENSMUSG00000110262,Gm45614,NA
16571,ENSMUSG00000031576,Kcnu1,16532
16572,ENSMUSG00000109779,Gm18780,NA
16573,ENSMUSG00000087217,Gm13209,NA
16574,ENSMUSG00000081226,Gm8802,NA
16575,ENSMUSG00000031503,Col4a2,12827
16576,ENSMUSG00000115207,,NA
16577,ENSMUSG00000022280,Rnf19a,30945
16578,ENSMUSG00000035540,Gc,14473
16579,ENSMUSG00000030109,Slc6a12,14411
16580,ENSMUSG00000112718,Gm48524,NA
16581,ENSMUSG00000086580,Gm15280,NA
16582,ENSMUSG00000027533,Fabp5,16592
16583,ENSMUSG00000096582,Gm13289,545647
16584,ENSMUSG00000114882,Gm48581,NA
16585,ENSMUSG00000025613,Cct8,12469
16586,ENSMUSG00000114961,A930002C04Rik,NA
16587,ENSMUSG00000084838,Gm10241,NA
16588,ENSMUSG00000022883,Robo1,19876
16589,ENSMUSG00000086906,Gm15276,NA
16590,ENSMUSG00000031026,Trim66,330627
16591,ENSMUSG00000095770,Gm21637,74851
16592,ENSMUSG00000095770,Gm21637,100862314
16593,ENSMUSG00000095770,Gm21637,108168466
16594,ENSMUSG00000020159,Gabrp,216643
16595,ENSMUSG00000038068,Rnf144b,218215
16596,ENSMUSG00000020650,Bcap29,12033
16597,ENSMUSG00000084235,Gm15421,NA
16598,ENSMUSG00000104086,1700039M15Rik,NA
16599,ENSMUSG00000099912,Gm28368,NA
16600,ENSMUSG00000042682,Selenok,80795
16601,ENSMUSG00000070821,Olfr1340,258301
16602,ENSMUSG00000105510,Gm43815,NA
16603,ENSMUSG00000018821,Avpi1,69534
16604,ENSMUSG00000071165,Gm6040,100503992
16605,ENSMUSG00000022404,Slc25a17,20524
16606,ENSMUSG00000026740,Dnajc1,13418
16607,ENSMUSG00000100377,Gm28369,NA
16608,ENSMUSG00000076709,Ighv1-47,NA
16609,ENSMUSG00000031143,Ccdc22,54638
16610,ENSMUSG00000103990,Ighv8-3,NA
16611,ENSMUSG00000111912,Gm48521,NA
16612,ENSMUSG00000100243,Gm28367,NA
16613,ENSMUSG00000084166,Gm6451,NA
16614,ENSMUSG00000084771,A230072E10Rik,NA
16615,ENSMUSG00000098028,Gm8824,NA
16616,ENSMUSG00000079120,AY761185,100503970
16617,ENSMUSG00000021611,Tert,21752
16618,ENSMUSG00000100110,Gm28783,NA
16619,ENSMUSG00000063894,Zkscan8,93681
16620,ENSMUSG00000055298,Ctsj,26898
16621,ENSMUSG00000025504,Eps8l2,98845
16622,ENSMUSG00000025777,Gdap1,14545
16623,ENSMUSG00000111710,Gm47145,NA
16624,ENSMUSG00000096322,Gm3898,NA
16625,ENSMUSG00000029075,Tnfrsf4,22163
16626,ENSMUSG00000091318,Gm5415,408191
16627,ENSMUSG00000099354,1700124L16Rik,NA
16628,ENSMUSG00000103080,Gm38123,NA
16629,ENSMUSG00000099434,Gm20934,100042669
16630,ENSMUSG00000102865,Gm9839,408192
16631,ENSMUSG00000113740,Gm8598,NA
16632,ENSMUSG00000108552,Gm45227,NA
16633,ENSMUSG00000108135,Gm8035,NA
16634,ENSMUSG00000103482,Gm37999,NA
16635,ENSMUSG00000102321,Gm37792,NA
16636,ENSMUSG00000113120,E330035G20Rik,NA
16637,ENSMUSG00000091834,Gm17177,NA
16638,ENSMUSG00000113784,Gm46400,NA
16639,ENSMUSG00000104313,Gm37911,NA
16640,ENSMUSG00000113763,,NA
16641,ENSMUSG00000104498,Gm37110,NA
16642,ENSMUSG00000026058,Khdrbs2,170771
16643,ENSMUSG00000108589,Gm45225,NA
16644,ENSMUSG00000113920,Gm18783,NA
16645,ENSMUSG00000037362,Nov,18133
16646,ENSMUSG00000111758,Gm30373,NA
16647,ENSMUSG00000014747,Ankrd53,75305
16648,ENSMUSG00000108606,Cyp2b27-ps,NA
16649,ENSMUSG00000110213,Gm45628,NA
16650,ENSMUSG00000014402,Tsg101,22088
16651,ENSMUSG00000114897,Gm5923,NA
16652,ENSMUSG00000108413,BC026762,NA
16653,ENSMUSG00000030056,Isy1,57905
16654,ENSMUSG00000113560,Gm48519,NA
16655,ENSMUSG00000099711,Btbd35f21,100862329
16656,ENSMUSG00000044345,Marveld1,277010
16657,ENSMUSG00000105360,Gm7824,NA
16658,ENSMUSG00000084982,Gm15275,NA
16659,ENSMUSG00000106168,Gm43538,NA
16660,ENSMUSG00000086246,Gm15274,NA
16661,ENSMUSG00000035923,Myf6,17878
16662,ENSMUSG00000046743,Fat4,329628
16663,ENSMUSG00000057895,Zfp105,22646
16664,ENSMUSG00000040734,Ppp1r13l,333654
16665,ENSMUSG00000001056,Nhp2,52530
16666,ENSMUSG00000098237,Gm7577,NA
16667,ENSMUSG00000111637,Gm10688,NA
16668,ENSMUSG00000113409,Gm8288,NA
16669,ENSMUSG00000021591,Glrx,93692
16670,ENSMUSG00000030726,Pold3,67967
16671,ENSMUSG00000113651,Gm4900,NA
16672,ENSMUSG00000112973,Gm48520,NA
16673,ENSMUSG00000111283,E230034D01Rik,NA
16674,ENSMUSG00000039521,Foxp3,20371
16675,ENSMUSG00000110815,Gm47345,NA
16676,ENSMUSG00000092619,Gm20438,NA
16677,ENSMUSG00000074447,Defa21,66298
16678,ENSMUSG00000092294,Gm18200,NA
16679,ENSMUSG00000004677,Myo9b,17925
16680,ENSMUSG00000001054,Rmnd5b,66089
16681,ENSMUSG00000084271,Gm14846,NA
16682,ENSMUSG00000019088,Dnase1l1,69537
16683,ENSMUSG00000096355,Ighv8-4,NA
16684,ENSMUSG00000096109,Olfr1537,257959
16685,ENSMUSG00000096591,Gm13272,545648
16686,ENSMUSG00000035916,Ptprq,237523
16687,ENSMUSG00000070820,Olfr1339,258851
16688,ENSMUSG00000096854,Ifnz,319146
16689,ENSMUSG00000083236,Gm7222,NA
16690,ENSMUSG00000038225,Primpol,408022
16691,ENSMUSG00000074446,Defa23,497114
16692,ENSMUSG00000024382,Ercc3,13872
16693,ENSMUSG00000107177,Gm43845,NA
16694,ENSMUSG00000099876,Gm29650,NA
16695,ENSMUSG00000099545,Gm13276,545649
16696,ENSMUSG00000101902,Gm29115,NA
16697,ENSMUSG00000102453,Ighv1-48,NA
16698,ENSMUSG00000095419,Gm14328,NA
16699,ENSMUSG00000084203,Gm15593,NA
16700,ENSMUSG00000035394,Cfap53,74453
16701,ENSMUSG00000061845,Defa35,100041688
16702,ENSMUSG00000041476,Smpx,66106
16703,ENSMUSG00000100234,Gm13277,545650
16704,ENSMUSG00000085684,4930469K13Rik,NA
16705,ENSMUSG00000082289,Gm15596,NA
16706,ENSMUSG00000087663,Defa-ps3,NA
16707,ENSMUSG00000101163,Gm13278,545651
16708,ENSMUSG00000002699,Lcp2,16822
16709,ENSMUSG00000094687,Defa25,13236
16710,ENSMUSG00000099518,Gm13275,545652
16711,ENSMUSG00000099420,Gm13279,545653
16712,ENSMUSG00000112488,Gm33981,NA
16713,ENSMUSG00000084898,Gm12371,NA
16714,ENSMUSG00000107931,Gm44475,NA
16715,ENSMUSG00000029829,Tmem213,77522
16716,ENSMUSG00000111924,4930556N09Rik,NA
16717,ENSMUSG00000095101,Gm13285,545654
16718,ENSMUSG00000085898,Gm6689,NA
16719,ENSMUSG00000094648,Gm13287,545655
16720,ENSMUSG00000083070,Gm13350,NA
16721,ENSMUSG00000108032,Olfr210-ps1,NA
16722,ENSMUSG00000086340,1810059C17Rik,NA
16723,ENSMUSG00000070908,Gm13288,668208
16724,ENSMUSG00000107408,1700065L07Rik,NA
16725,ENSMUSG00000109358,Gm44716,NA
16726,ENSMUSG00000081619,Gm13351,NA
16727,ENSMUSG00000031502,Col4a1,12826
16728,ENSMUSG00000056197,4931417E11Rik,66740
16729,ENSMUSG00000038600,Atp6v0a4,140494
16730,ENSMUSG00000026743,Mllt10,17354
16731,ENSMUSG00000105910,Gm43539,NA
16732,ENSMUSG00000115175,,NA
16733,ENSMUSG00000115731,,NA
16734,ENSMUSG00000086181,C230034O21Rik,NA
16735,ENSMUSG00000100713,Ifna7,15970
16736,ENSMUSG00000115476,,NA
16737,ENSMUSG00000112631,Gm48555,NA
16738,ENSMUSG00000114978,,NA
16739,ENSMUSG00000097886,Gsg1l2,544792
16740,ENSMUSG00000025860,Xiap,11798
16741,ENSMUSG00000112892,Gm8613,NA
16742,ENSMUSG00000111981,Gm18515,NA
16743,ENSMUSG00000022225,Cma1,17228
16744,ENSMUSG00000019984,Med23,70208
16745,ENSMUSG00000024116,Prss21,57256
16746,ENSMUSG00000101500,Btbd35f12,100040606
16747,ENSMUSG00000115825,,NA
16748,ENSMUSG00000086844,B230206H07Rik,NA
16749,ENSMUSG00000115051,,NA
16750,ENSMUSG00000115847,,NA
16751,ENSMUSG00000115031,,NA
16752,ENSMUSG00000106534,Gm6366,NA
16753,ENSMUSG00000080767,Gm15595,NA
16754,ENSMUSG00000115393,,NA
16755,ENSMUSG00000024678,Ms4a4d,66607
16756,ENSMUSG00000115780,,NA
16757,ENSMUSG00000087389,Gm15592,NA
16758,ENSMUSG00000104715,Gm43515,NA
16759,ENSMUSG00000083043,Gm13433,NA
16760,ENSMUSG00000083686,Gm13504,NA
16761,ENSMUSG00000026942,Traf2,22030
16762,ENSMUSG00000041301,Cftr,12638
16763,ENSMUSG00000033044,Dhrs7c,68460
16764,ENSMUSG00000035528,Npffr2,104443
16765,ENSMUSG00000105865,Gm34144,NA
16766,ENSMUSG00000063935,Zar1,317755
16767,ENSMUSG00000081144,Vmn2r-ps2,NA
16768,ENSMUSG00000083401,Gm13506,NA
16769,ENSMUSG00000081839,Gm13454,NA
16770,ENSMUSG00000084285,Gm13451,NA
16771,ENSMUSG00000082015,Gm13452,NA
16772,ENSMUSG00000033918,Parl,381038
16773,ENSMUSG00000107639,Gm4374,NA
16774,ENSMUSG00000107441,Gm31747,NA
16775,ENSMUSG00000103424,Gm37535,NA
16776,ENSMUSG00000084249,Gm12267,NA
16777,ENSMUSG00000099413,Gm17767,NA
16778,ENSMUSG00000107646,Gm44225,NA
16779,ENSMUSG00000018415,Gid4,66771
16780,ENSMUSG00000107467,Gm8992,NA
16781,ENSMUSG00000040121,Rep15,66532
16782,ENSMUSG00000107821,Gm8038,NA
16783,ENSMUSG00000021748,Pdhb,68263
16784,ENSMUSG00000063380,Olfr945,258499
16785,ENSMUSG00000115006,,NA
16786,ENSMUSG00000115282,,NA
16787,ENSMUSG00000101177,Gm29586,NA
16788,ENSMUSG00000115043,,NA
16789,ENSMUSG00000115770,,NA
16790,ENSMUSG00000115612,,NA
16791,ENSMUSG00000115708,,NA
16792,ENSMUSG00000115227,,NA
16793,ENSMUSG00000067878,Map7d3,320923
16794,ENSMUSG00000115179,,NA
16795,ENSMUSG00000081951,Gm15352,NA
16796,ENSMUSG00000115592,,NA
16797,ENSMUSG00000085782,Gm15624,NA
16798,ENSMUSG00000097918,Ascl5,226439
16799,ENSMUSG00000035566,Pcdh17,219228
16800,ENSMUSG00000109337,Gm45047,NA
16801,ENSMUSG00000094736,Gm4073,NA
16802,ENSMUSG00000068289,Cma2,545055
16803,ENSMUSG00000014748,Tex261,21766
16804,ENSMUSG00000110938,1700124M09Rik,NA
16805,ENSMUSG00000112923,Gm8768,NA
16806,ENSMUSG00000112636,Gm47223,NA
16807,ENSMUSG00000031443,F7,14068
16808,ENSMUSG00000112644,Gm47220,NA
16809,ENSMUSG00000112319,Gm47221,NA
16810,ENSMUSG00000112839,Gm47222,NA
16811,ENSMUSG00000098173,Gm26923,NA
16812,ENSMUSG00000039545,Flicr,NA
16813,ENSMUSG00000080800,Gm11582,NA
16814,ENSMUSG00000040928,S100pbp,74648
16815,ENSMUSG00000087328,Gm12120,NA
16816,ENSMUSG00000110474,Gm45848,NA
16817,ENSMUSG00000081066,Gm12817,NA
16818,ENSMUSG00000053519,Kcnip1,70357
16819,ENSMUSG00000107280,Gm9495,670593
16820,ENSMUSG00000100413,Gm21506,108168542
16821,ENSMUSG00000115529,,NA
16822,ENSMUSG00000048766,Skint10,230613
16823,ENSMUSG00000058046,4933430I17Rik,214106
16824,ENSMUSG00000108016,Gm8039,NA
16825,ENSMUSG00000097957,Gm8993,NA
16826,ENSMUSG00000107951,Gm6210,NA
16827,ENSMUSG00000047828,A730018C14Rik,NA
16828,ENSMUSG00000102132,Gm21813,NA
16829,ENSMUSG00000108120,9930120I10Rik,NA
16830,ENSMUSG00000039556,Ppp1r3f,54646
16831,ENSMUSG00000095218,Olfr1338,258259
16832,ENSMUSG00000107928,Gm45140,NA
16833,ENSMUSG00000081816,Gm15528,NA
16834,ENSMUSG00000019929,Dcn,13179
16835,ENSMUSG00000001053,N4bp3,212706
16836,ENSMUSG00000021589,Rhobtb3,73296
16837,ENSMUSG00000086459,1700030C12Rik,NA
16838,ENSMUSG00000030055,Rab43,69834
16839,ENSMUSG00000107740,Gm18765,NA
16840,ENSMUSG00000085620,G630018N14Rik,NA
16841,ENSMUSG00000029831,Npvf,60531
16842,ENSMUSG00000033308,Dpyd,99586
16843,ENSMUSG00000056342,Usp34,17847
16844,ENSMUSG00000110770,Tpi-rs5,NA
16845,ENSMUSG00000111821,Gm48545,NA
16846,ENSMUSG00000020905,Usp43,216835
16847,ENSMUSG00000104188,Gm37821,NA
16848,ENSMUSG00000103182,Gm37091,NA
16849,ENSMUSG00000115936,,NA
16850,ENSMUSG00000111320,Gm48546,NA
16851,ENSMUSG00000031429,Psmd10,53380
16852,ENSMUSG00000082118,Gm13862,NA
16853,ENSMUSG00000065979,Cpped1,223978
16854,ENSMUSG00000092553,Gm20428,NA
16855,ENSMUSG00000083888,Gm12441,NA
16856,ENSMUSG00000026077,Npas2,18143
16857,ENSMUSG00000113727,Gm47781,NA
16858,ENSMUSG00000087140,Gm11376,NA
16859,ENSMUSG00000063455,D630045J12Rik,330286
16860,ENSMUSG00000113689,Gm29676,NA
16861,ENSMUSG00000081230,Gm9097,NA
16862,ENSMUSG00000087224,Gm2182,NA
16863,ENSMUSG00000082284,H3f3a-ps1,NA
16864,ENSMUSG00000038415,Foxq1,15220
16865,ENSMUSG00000112936,Gm33958,NA
16866,ENSMUSG00000042709,Atpaf2,246782
16867,ENSMUSG00000098144,1700029N11Rik,NA
16868,ENSMUSG00000014791,Elmo3,234683
16869,ENSMUSG00000043067,Dpy19l1,244745
16870,ENSMUSG00000110270,Gm45607,NA
16871,ENSMUSG00000031629,Cenpu,71876
16872,ENSMUSG00000110536,Gm45850,NA
16873,ENSMUSG00000049191,Rtl5,331474
16874,ENSMUSG00000098124,Gm27036,NA
16875,ENSMUSG00000044912,Syt16,238266
16876,ENSMUSG00000098107,Gm27007,NA
16877,ENSMUSG00000103436,Gm36995,NA
16878,ENSMUSG00000052563,D930048N14Rik,NA
16879,ENSMUSG00000105472,Gm43024,NA
16880,ENSMUSG00000004233,Wars2,70560
16881,ENSMUSG00000079481,Nhsl2,100042480
16882,ENSMUSG00000103432,6720464F23Rik,NA
16883,ENSMUSG00000020155,Kcnmb1,16533
16884,ENSMUSG00000060204,Gm5868,545758
16885,ENSMUSG00000104020,Gm37215,NA
16886,ENSMUSG00000082520,Gm13349,NA
16887,ENSMUSG00000104026,Gm37212,NA
16888,ENSMUSG00000104517,Gm18407,NA
16889,ENSMUSG00000101741,Gm28055,NA
16890,ENSMUSG00000104302,Gm36975,NA
16891,ENSMUSG00000115560,,NA
16892,ENSMUSG00000108064,Gm44423,NA
16893,ENSMUSG00000111762,Olfr946-ps1,NA
16894,ENSMUSG00000040723,Rcsd1,226594
16895,ENSMUSG00000103693,Gm37529,NA
16896,ENSMUSG00000108042,B130021K23Rik,NA
16897,ENSMUSG00000021927,Hnrnpa1l2-ps2,545091
16898,ENSMUSG00000111190,Olfr947-ps1,NA
16899,ENSMUSG00000040420,Cdh18,320865
16900,ENSMUSG00000108877,Gm45157,NA
16901,ENSMUSG00000012428,Steap4,117167
16902,ENSMUSG00000103200,Gm37328,NA
16903,ENSMUSG00000115705,Vmn1r28,171198
16904,ENSMUSG00000040112,Mrps35,232536
16905,ENSMUSG00000103632,Gm38329,NA
16906,ENSMUSG00000085240,Gm12119,NA
16907,ENSMUSG00000026721,Rabgap1l,29809
16908,ENSMUSG00000035596,Mboat7,77582
16909,ENSMUSG00000100192,Gm29587,NA
16910,ENSMUSG00000012076,Brms1l,52592
16911,ENSMUSG00000106683,Gm43263,NA
16912,ENSMUSG00000055015,Gm9961,NA
16913,ENSMUSG00000030738,Eif3c,56347
16914,ENSMUSG00000110665,Gm31786,NA
16915,ENSMUSG00000032357,Tinag,26944
16916,ENSMUSG00000111052,Gm20139,NA
16917,ENSMUSG00000114019,Gm47155,NA
16918,ENSMUSG00000042846,Lrrtm3,216028
16919,ENSMUSG00000097649,Gm10561,NA
16920,ENSMUSG00000037731,Themis2,230787
16921,ENSMUSG00000100570,Gm29399,NA
16922,ENSMUSG00000081292,Gm15018,NA
16923,ENSMUSG00000025978,Rftn2,74013
16924,ENSMUSG00000090482,Gm3675,NA
16925,ENSMUSG00000091749,Tspy-ps,NA
16926,ENSMUSG00000111606,Gm7213,NA
16927,ENSMUSG00000110917,Gm33056,NA
16928,ENSMUSG00000087220,Gm11377,NA
16929,ENSMUSG00000099899,Gm28784,NA
16930,ENSMUSG00000055134,9130017K11Rik,NA
16931,ENSMUSG00000020904,Cfap52,71860
16932,ENSMUSG00000092574,2810047C21Rik1,NA
16933,ENSMUSG00000092563,Gm3617,NA
16934,ENSMUSG00000058019,Ces5a,67935
16935,ENSMUSG00000038408,1700018A04Rik,NA
16936,ENSMUSG00000082678,Gm12818,NA
16937,ENSMUSG00000085878,Gm12823,NA
16938,ENSMUSG00000083011,Gm12816,NA
16939,ENSMUSG00000060843,Ctnna3,216033
16940,ENSMUSG00000087194,Skint6,230622
16941,ENSMUSG00000004151,Etv1,14009
16942,ENSMUSG00000106542,Gm43410,NA
16943,ENSMUSG00000083412,Gm12268,NA
16944,ENSMUSG00000076710,Ighv1-49,NA
16945,ENSMUSG00000059486,Kbtbd2,210973
16946,ENSMUSG00000108388,Gm44673,NA
16947,ENSMUSG00000108648,Gm44674,NA
16948,ENSMUSG00000007080,Pole,18973
16949,ENSMUSG00000048170,Mcmbp,210711
16950,ENSMUSG00000043635,Adamts3,330119
16951,ENSMUSG00000087276,Gm11378,NA
16952,ENSMUSG00000009115,Spatc1l,76573
16953,ENSMUSG00000045591,Olig3,94222
16954,ENSMUSG00000101863,Gm29400,NA
16955,ENSMUSG00000107918,Gm8999,NA
16956,ENSMUSG00000099727,Gm29401,NA
16957,ENSMUSG00000107830,4933439N06Rik,NA
16958,ENSMUSG00000100272,Gm28785,NA
16959,ENSMUSG00000099791,Gm20891,108168537
16960,ENSMUSG00000113514,Gm18960,NA
16961,ENSMUSG00000111428,Gm47146,NA
16962,ENSMUSG00000110902,Gm33104,NA
16963,ENSMUSG00000024128,Sbp,20234
16964,ENSMUSG00000101473,Gm20893,108168628
16965,ENSMUSG00000111163,Gm46136,NA
16966,ENSMUSG00000074465,Gm10701,NA
16967,ENSMUSG00000003031,Cdkn1b,12576
16968,ENSMUSG00000114725,Gm2854,NA
16969,ENSMUSG00000100398,Gm5251,NA
16970,ENSMUSG00000101589,Rbm6-ps1,NA
16971,ENSMUSG00000087649,Gm21979,NA
16972,ENSMUSG00000108080,Gm10209,NA
16973,ENSMUSG00000086528,Gm15731,NA
16974,ENSMUSG00000110835,Gm48563,NA
16975,ENSMUSG00000085552,Gm21990,NA
16976,ENSMUSG00000102048,Gm6075,NA
16977,ENSMUSG00000067555,Gm10212,NA
16978,ENSMUSG00000003849,Nqo1,18104
16979,ENSMUSG00000079649,Gm2892,NA
16980,ENSMUSG00000031444,F10,14058
16981,ENSMUSG00000085468,Gm15343,NA
16982,ENSMUSG00000020648,Dus4l,71916
16983,ENSMUSG00000082867,Gm15730,NA
16984,ENSMUSG00000085250,Gm15234,NA
16985,ENSMUSG00000003161,Sri,109552
16986,ENSMUSG00000106197,Gm42717,NA
16987,ENSMUSG00000105798,Gm18982,NA
16988,ENSMUSG00000098333,Gm27158,NA
16989,ENSMUSG00000085006,BC021767,NA
16990,ENSMUSG00000113004,Gm47951,NA
16991,ENSMUSG00000105605,Ighv1-86,NA
16992,ENSMUSG00000106824,Gm7697,665578
16993,ENSMUSG00000034785,Dio1,13370
16994,ENSMUSG00000113175,Gm9973,NA
16995,ENSMUSG00000057349,Olfr948,257912
16996,ENSMUSG00000111622,Gm21041,NA
16997,ENSMUSG00000110604,Gm45824,NA
16998,ENSMUSG00000102561,Gm37039,NA
16999,ENSMUSG00000026009,Icos,54167
17000,ENSMUSG00000031595,Pdgfrl,68797
17001,ENSMUSG00000109393,Gm44936,NA
17002,ENSMUSG00000109434,Gm44937,NA
17003,ENSMUSG00000110539,Gm45864,NA
17004,ENSMUSG00000025324,Atp10a,11982
17005,ENSMUSG00000063253,Scoc,56367
17006,ENSMUSG00000110464,1700061N14Rik,NA
17007,ENSMUSG00000099856,Gm20906,100042201
17008,ENSMUSG00000099856,Gm20906,100861691
17009,ENSMUSG00000061974,Cldn24,100039801
17010,ENSMUSG00000095371,Gm9611,108168189
17011,ENSMUSG00000091194,Gm19840,NA
17012,ENSMUSG00000079297,Gm2223,NA
17013,ENSMUSG00000108525,Gm7443,NA
17014,ENSMUSG00000019789,Hey2,15214
17015,ENSMUSG00000037801,Iqch,78250
17016,ENSMUSG00000078505,Gm436,230890
17017,ENSMUSG00000042417,Ccno,218630
17018,ENSMUSG00000031563,Wwc2,52357
17019,ENSMUSG00000111159,Olfr1337,258306
17020,ENSMUSG00000081954,Gm13626,NA
17021,ENSMUSG00000115743,,NA
17022,ENSMUSG00000115239,,NA
17023,ENSMUSG00000115653,,NA
17024,ENSMUSG00000035585,Tsen34,66078
17025,ENSMUSG00000102364,Ighv8-5,NA
17026,ENSMUSG00000021263,Degs2,70059
17027,ENSMUSG00000107352,Gm43660,NA
17028,ENSMUSG00000032551,1110059G10Rik,66202
17029,ENSMUSG00000081474,Gm12855,NA
17030,ENSMUSG00000107355,AI839979,NA
17031,ENSMUSG00000066061,Olfr1335,435804
17032,ENSMUSG00000090303,Vmn2r-ps3,NA
17033,ENSMUSG00000110780,Olfr949-ps1,NA
17034,ENSMUSG00000101241,Gm29111,NA
17035,ENSMUSG00000027824,Vmn2r1,56544
17036,ENSMUSG00000102838,Gm37014,NA
17037,ENSMUSG00000094198,Ighv1-50,NA
17038,ENSMUSG00000115098,,NA
17039,ENSMUSG00000037580,Gch1,14528
