,ensembl_gene_id,mgi_symbol,entrezgene
44539,ENSMUSG00000071054,Safb,224903
44540,ENSMUSG00000035992,Fnip1,216742
44541,ENSMUSG00000040592,Cd79b,15985
44542,ENSMUSG00000073897,Olfr17,18314
44543,ENSMUSG00000037259,Dzank1,241688
44544,ENSMUSG00000081244,Gm13529,NA
44545,ENSMUSG00000115618,,NA
44546,ENSMUSG00000085463,9430024E24Rik,NA
44547,ENSMUSG00000115595,,NA
44548,ENSMUSG00000115656,,NA
44549,ENSMUSG00000094560,A430089I19Rik,331195
44550,ENSMUSG00000002871,Tpra1,24100
44551,ENSMUSG00000053137,Mapk11,19094
44552,ENSMUSG00000036833,Pnpla7,241274
44553,ENSMUSG00000094619,Trav14d-3-dv8,NA
44554,ENSMUSG00000029247,Paics,67054
44555,ENSMUSG00000098212,Gm38706,NA
44556,ENSMUSG00000098025,Gm27013,NA
44557,ENSMUSG00000064039,Ccr1l1,12770
44558,ENSMUSG00000106481,Trav15d-3,NA
44559,ENSMUSG00000107787,Gm44526,NA
44560,ENSMUSG00000095718,Gm6502,624421
44561,ENSMUSG00000098115,Gm8816,NA
44562,ENSMUSG00000035448,Ccr3,12771
44563,ENSMUSG00000095736,Trav7n-4,NA
44564,ENSMUSG00000107519,Gm26996,NA
44565,ENSMUSG00000098084,Gm26914,NA
44566,ENSMUSG00000092251,Trav9n-1,NA
44567,ENSMUSG00000020405,Fabp6,16204
44568,ENSMUSG00000098214,Gm27047,NA
44569,ENSMUSG00000107898,Gm27013,NA
44570,ENSMUSG00000076800,Trav6n-5,NA
44571,ENSMUSG00000108104,Gm20997,NA
44572,ENSMUSG00000049103,Ccr2,12772
44573,ENSMUSG00000098015,Gm44527,NA
44574,ENSMUSG00000095646,Trav10n,NA
44575,ENSMUSG00000083674,Zfp133-ps,NA
44576,ENSMUSG00000029246,Ppat,231327
44577,ENSMUSG00000108065,Gm18423,NA
44578,ENSMUSG00000098071,Gm44525,NA
44579,ENSMUSG00000105730,Gm43838,NA
44580,ENSMUSG00000076802,Trav6n-6,NA
44581,ENSMUSG00000105443,Gm43837,NA
44582,ENSMUSG00000082614,Gm12149,NA
44583,ENSMUSG00000107975,Gm44118,NA
44584,ENSMUSG00000100911,1700027F09Rik,NA
44585,ENSMUSG00000001027,Scn4a,110880
44586,ENSMUSG00000105251,4930526M16Rik,NA
44587,ENSMUSG00000105105,Gm31363,NA
44588,ENSMUSG00000054514,Atad3aos,NA
44589,ENSMUSG00000083662,Gm12152,NA
44590,ENSMUSG00000072852,2310040G07Rik,NA
44591,ENSMUSG00000042116,Vwa1,246228
44592,ENSMUSG00000107557,Gm21940,NA
44593,ENSMUSG00000038740,Mvb12b,72543
44594,ENSMUSG00000009210,Prr29,75573
44595,ENSMUSG00000079356,Mettl4-ps1,NA
44596,ENSMUSG00000092042,Gm17163,NA
44597,ENSMUSG00000021338,Carmil1,68732
44598,ENSMUSG00000085492,Trmt61b,NA
44599,ENSMUSG00000079235,Ccdc13,100502861
44600,ENSMUSG00000052525,Spdya,70891
44601,ENSMUSG00000086484,Nron,NA
44602,ENSMUSG00000021930,Spryd7,66674
44603,ENSMUSG00000115802,,NA
44604,ENSMUSG00000033446,Lpar6,67168
44605,ENSMUSG00000108569,Gm4593,NA
44606,ENSMUSG00000114902,Gm4118,NA
44607,ENSMUSG00000108702,Gm9333,NA
44608,ENSMUSG00000098137,Gm33962,NA
44609,ENSMUSG00000022106,Rcbtb2,105670
44610,ENSMUSG00000106259,Trav11n,NA
44611,ENSMUSG00000107575,Gm44128,NA
44612,ENSMUSG00000107522,Gm44988,NA
44613,ENSMUSG00000107581,Gm44828,NA
44614,ENSMUSG00000105629,Trav7n-5,NA
44615,ENSMUSG00000001029,Icam2,15896
44616,ENSMUSG00000107587,Gm44989,NA
44617,ENSMUSG00000107582,Gm44133,NA
44618,ENSMUSG00000096055,Trav12n-1,NA
44619,ENSMUSG00000044950,Pwwp2a,70802
44620,ENSMUSG00000104629,Trav13n-1,NA
44621,ENSMUSG00000108066,Gm44134,NA
44622,ENSMUSG00000108376,Gm44874,NA
44623,ENSMUSG00000027427,Polr3f,70408
44624,ENSMUSG00000046182,Gsg1l,269994
44625,ENSMUSG00000096827,Trav14n-1,NA
44626,ENSMUSG00000079227,Ccr5,12774
44627,ENSMUSG00000105194,Gm6755,NA
44628,ENSMUSG00000097997,Gm27017,NA
44629,ENSMUSG00000097589,Dleu2,NA
44630,ENSMUSG00000073680,Tmem88b,320587
44631,ENSMUSG00000108054,Gm44149,NA
44632,ENSMUSG00000105352,C030018K13Rik,NA
44633,ENSMUSG00000094413,Trav15n-1,NA
44634,ENSMUSG00000107464,Gm44150,NA
44635,ENSMUSG00000106566,Gm43836,NA
44636,ENSMUSG00000105070,Trav3n-2,NA
44637,ENSMUSG00000104961,Gm43835,NA
44638,ENSMUSG00000104806,Gm42566,NA
44639,ENSMUSG00000090099,Gm8837,NA
44640,ENSMUSG00000105402,Gm3716,NA
44641,ENSMUSG00000078487,Ankrd65,242805
44642,ENSMUSG00000093813,Trav9n-2,NA
44643,ENSMUSG00000041278,Ttc1,66827
44644,ENSMUSG00000061969,Gm5581,NA
44645,ENSMUSG00000082049,Gm12105,NA
44646,ENSMUSG00000095572,Trav4n-3,NA
44647,ENSMUSG00000025337,Sbds,66711
44648,ENSMUSG00000079890,Gm12106,NA
44649,ENSMUSG00000030187,Klra2,16633
44650,ENSMUSG00000020715,Ern1,78943
44651,ENSMUSG00000107553,Gm44266,NA
44652,ENSMUSG00000110834,Gm39469,NA
44653,ENSMUSG00000105183,Gm42564,NA
44654,ENSMUSG00000102151,Gm37472,NA
44655,ENSMUSG00000104928,Gm42565,NA
44656,ENSMUSG00000035235,Trim13,66597
44657,ENSMUSG00000046717,Igbp1b,50540
44658,ENSMUSG00000020684,Rasl10b,276952
44659,ENSMUSG00000103869,Gm37420,NA
44660,ENSMUSG00000046168,Kcnrg,328424
44661,ENSMUSG00000074829,2010315B03Rik,630836
44662,ENSMUSG00000098183,Gm27010,NA
44663,ENSMUSG00000098088,Gm26916,NA
44664,ENSMUSG00000085987,Gm13403,NA
44665,ENSMUSG00000097668,Gm26761,NA
44666,ENSMUSG00000107686,Gm9038,NA
44667,ENSMUSG00000108178,Gm44267,NA
44668,ENSMUSG00000022455,Wbp2nl,74716
44669,ENSMUSG00000081707,Gm11343,NA
44670,ENSMUSG00000086904,Gm13404,NA
44671,ENSMUSG00000108662,Olfr188-ps1,NA
44672,ENSMUSG00000087461,C230014O12Rik,NA
44673,ENSMUSG00000108565,Olfr189-ps1,NA
44674,ENSMUSG00000103413,Gm38389,NA
44675,ENSMUSG00000064006,Olfr190,258392
44676,ENSMUSG00000029178,Klf3,16599
44677,ENSMUSG00000040548,Tex2,21763
44678,ENSMUSG00000096681,Rps19-ps1,NA
44679,ENSMUSG00000056310,Tyw1,100929
44680,ENSMUSG00000020303,Stc2,20856
44681,ENSMUSG00000084383,Gm13370,NA
44682,ENSMUSG00000083796,Gm13369,NA
44683,ENSMUSG00000062987,Olfr715b,384732
44684,ENSMUSG00000073805,Fam196a,627214
44685,ENSMUSG00000029066,Mrpl20,66448
44686,ENSMUSG00000097640,Gm20033,NA
44687,ENSMUSG00000079507,H2-Q1,15006
44688,ENSMUSG00000110167,Gm45532,NA
44689,ENSMUSG00000109608,Gm45597,NA
44690,ENSMUSG00000058325,Dock1,330662
44691,ENSMUSG00000106205,C230096K16Rik,NA
44692,ENSMUSG00000050541,Adra1b,11548
44693,ENSMUSG00000060503,Olfr715,258776
44694,ENSMUSG00000027428,Rbbp9,26450
44695,ENSMUSG00000110209,Gm45868,NA
44696,ENSMUSG00000107569,Gm44268,NA
44697,ENSMUSG00000108128,4922502N22Rik,NA
44698,ENSMUSG00000092164,Rergl,632971
44699,ENSMUSG00000112192,Gm48341,NA
44700,ENSMUSG00000108546,Gm44662,NA
44701,ENSMUSG00000108352,Usf2-ps1,NA
44702,ENSMUSG00000030110,Ret,19713
44703,ENSMUSG00000090357,Gm17077,NA
44704,ENSMUSG00000050440,Hamp,84506
44705,ENSMUSG00000105956,Trav5n-2,NA
44706,ENSMUSG00000096531,Trav12n-2,NA
44707,ENSMUSG00000001247,Lsr,54135
44708,ENSMUSG00000020686,Gas2l2,237891
44709,ENSMUSG00000096541,Trav9n-3,NA
44710,ENSMUSG00000027429,Sec23b,27054
44711,ENSMUSG00000105467,Trav5n-3,NA
44712,ENSMUSG00000021670,Hmgcr,15357
44713,ENSMUSG00000111341,Gm47111,NA
44714,ENSMUSG00000030682,Cdipt,52858
44715,ENSMUSG00000058873,Gm5582,NA
44716,ENSMUSG00000090273,Prr22,100504446
44717,ENSMUSG00000093915,Trav12n-3,NA
44718,ENSMUSG00000108284,Gm44182,NA
44719,ENSMUSG00000103597,Gm19777,NA
44720,ENSMUSG00000035085,1700020L24Rik,66330
44721,ENSMUSG00000116260,,NA
44722,ENSMUSG00000020682,Mmp28,118453
44723,ENSMUSG00000043460,Elfn2,207393
44724,ENSMUSG00000097075,D830044I16Rik,NA
44725,ENSMUSG00000094779,Trav13n-2,NA
44726,ENSMUSG00000093801,Trav14n-2,NA
44727,ENSMUSG00000107658,Gm44958,NA
44728,ENSMUSG00000030188,Magohb,66441
44729,ENSMUSG00000028180,Zranb2,53861
44730,ENSMUSG00000022105,Rb1,19645
44731,ENSMUSG00000044502,Bod1,69556
44732,ENSMUSG00000060371,Caln1,140904
44733,ENSMUSG00000024207,Acsbg2,328845
44734,ENSMUSG00000115610,,NA
44735,ENSMUSG00000053093,Myh7,140781
44736,ENSMUSG00000090706,Gm17233,NA
44737,ENSMUSG00000073497,AA792892,100554
44738,ENSMUSG00000107315,BC080696,NA
44739,ENSMUSG00000074011,Gm7682,100862180
44740,ENSMUSG00000074011,Gm7682,102633100
44741,ENSMUSG00000095074,Gm3139,100041102
44742,ENSMUSG00000038718,Pbx3,18516
44743,ENSMUSG00000095503,Gm3147,100041115
44744,ENSMUSG00000098196,Gm26964,NA
44745,ENSMUSG00000072847,A530017D24Rik,NA
44746,ENSMUSG00000000131,Xpo6,74204
44747,ENSMUSG00000094195,Gm6509,108169097
44748,ENSMUSG00000092073,Gm6205,NA
44749,ENSMUSG00000107064,Gm42561,NA
44750,ENSMUSG00000052014,A330070K13Rik,381673
44751,ENSMUSG00000107187,Gm7663,NA
44752,ENSMUSG00000106849,Gm43418,NA
44753,ENSMUSG00000095954,Gm3183,100041179
44754,ENSMUSG00000097750,Gm4673,NA
44755,ENSMUSG00000056978,Hamp2,66438
44756,ENSMUSG00000010914,Pdhx,27402
44757,ENSMUSG00000020717,Pecam1,18613
44758,ENSMUSG00000058239,Usf2,22282
44759,ENSMUSG00000047804,Akap10,56697
44760,ENSMUSG00000084908,C79798,NA
44761,ENSMUSG00000106694,Gm42894,NA
44762,ENSMUSG00000101680,Gm29015,NA
44763,ENSMUSG00000097652,Mhrt,NA
44764,ENSMUSG00000087172,Gm12153,NA
44765,ENSMUSG00000020680,Taf15,70439
44766,ENSMUSG00000111194,Gm47180,NA
44767,ENSMUSG00000037533,Rapgef6,192786
44768,ENSMUSG00000110795,Gm47179,NA
44769,ENSMUSG00000111733,Gm47181,NA
44770,ENSMUSG00000086738,Gm12154,NA
44771,ENSMUSG00000107679,4930404I20Rik,NA
44772,ENSMUSG00000082790,Gm12155,NA
44773,ENSMUSG00000108147,4930443G03Rik,NA
44774,ENSMUSG00000094539,Olfr191,258035
44775,ENSMUSG00000108464,Olfr192,404309
44776,ENSMUSG00000045761,Togaram2,320159
44777,ENSMUSG00000060057,Olfr193,257972
44778,ENSMUSG00000083272,Gm12550,NA
44779,ENSMUSG00000010911,Apip,56369
44780,ENSMUSG00000110443,Gm39197,NA
44781,ENSMUSG00000085524,Gm14224,NA
44782,ENSMUSG00000086872,Gm14225,NA
44783,ENSMUSG00000070713,Gm10282,NA
44784,ENSMUSG00000086902,Gm11728,NA
44785,ENSMUSG00000085104,Gm11731,NA
44786,ENSMUSG00000028492,Saxo1,75811
44787,ENSMUSG00000086859,Snhg20,NA
44788,ENSMUSG00000089779,Gm15641,NA
44789,ENSMUSG00000087057,Gm11730,NA
44790,ENSMUSG00000079741,Nlrp4g,NA
44791,ENSMUSG00000107207,Gm42897,NA
44792,ENSMUSG00000063020,Olfr194,433031
44793,ENSMUSG00000034040,Galnt17,212996
44794,ENSMUSG00000107285,Gm3176,NA
44795,ENSMUSG00000004296,Il12b,16160
44796,ENSMUSG00000073510,Gm7647,NA
44797,ENSMUSG00000096742,Gm6367,NA
44798,ENSMUSG00000084052,Gm11745,NA
44799,ENSMUSG00000107376,Gm42661,NA
44800,ENSMUSG00000106780,Gm7939,NA
44801,ENSMUSG00000020823,Sec14l1,74136
44802,ENSMUSG00000111350,Gm47182,NA
44803,ENSMUSG00000111523,Gm47183,NA
44804,ENSMUSG00000111025,Gm47185,NA
44805,ENSMUSG00000093803,Ppp2r3d,19054
44806,ENSMUSG00000093803,Ppp2r3d,108167320
44807,ENSMUSG00000093803,Ppp2r3d,108167694
44808,ENSMUSG00000036606,Plxnb2,140570
44809,ENSMUSG00000058690,Ccser2,72972
44810,ENSMUSG00000044827,Tlr1,21897
44811,ENSMUSG00000055322,Tns1,21961
44812,ENSMUSG00000090559,Gm17137,NA
44813,ENSMUSG00000106729,Gm43165,NA
44814,ENSMUSG00000057945,Gm17136,NA
44815,ENSMUSG00000107295,Gm42896,NA
44816,ENSMUSG00000106710,Gm43166,NA
44817,ENSMUSG00000087032,Gm13874,NA
44818,ENSMUSG00000086957,Gm13869,NA
44819,ENSMUSG00000084385,Gm13873,NA
44820,ENSMUSG00000041231,Ublcp1,79560
44821,ENSMUSG00000018925,Heatr9,629303
44822,ENSMUSG00000095996,Gm16513,100041253
44823,ENSMUSG00000105387,Gm29681,NA
44824,ENSMUSG00000096066,Gm10424,100041264
44825,ENSMUSG00000028980,H6pd,100198
44826,ENSMUSG00000084805,Gm12273,NA
44827,ENSMUSG00000105157,Gm31831,NA
44828,ENSMUSG00000103443,Gm37132,NA
44829,ENSMUSG00000035042,Ccl5,20304
44830,ENSMUSG00000104525,Gm37334,NA
44831,ENSMUSG00000104010,Gm37366,NA
44832,ENSMUSG00000107348,Gm6468,624049
44833,ENSMUSG00000096929,A330023F24Rik,NA
44834,ENSMUSG00000097325,Gm16897,NA
44835,ENSMUSG00000016494,Cd34,12490
44836,ENSMUSG00000079424,Gm3259,100041296
44837,ENSMUSG00000028851,Nudc,18221
44838,ENSMUSG00000107122,Gm32072,NA
44839,ENSMUSG00000106821,Gm7961,NA
44840,ENSMUSG00000012350,Ehf,13661
44841,ENSMUSG00000107357,Gm42662,NA
44842,ENSMUSG00000070677,D5Ertd577e,320549
44843,ENSMUSG00000091817,Gm17091,NA
44844,ENSMUSG00000020218,Wif1,24117
44845,ENSMUSG00000079423,Gm3286,100041354
44846,ENSMUSG00000103951,Gm37269,NA
44847,ENSMUSG00000107870,Gm43940,NA
44848,ENSMUSG00000030228,Pik3c2g,18705
44849,ENSMUSG00000042331,Specc1,432572
44850,ENSMUSG00000105536,Gm4959,NA
44851,ENSMUSG00000106274,Gm42828,NA
44852,ENSMUSG00000061119,Prcp,72461
44853,ENSMUSG00000016493,Cd46,17221
44854,ENSMUSG00000104077,Gm37027,NA
44855,ENSMUSG00000103867,9630010A21Rik,NA
44856,ENSMUSG00000104206,Gm32250,NA
44857,ENSMUSG00000021843,Ktn1,16709
44858,ENSMUSG00000038412,Higd1a,56295
44859,ENSMUSG00000055148,Klf2,16598
44860,ENSMUSG00000022433,Csnk1e,27373
44861,ENSMUSG00000062608,Olfr195,259000
44862,ENSMUSG00000111079,Gm47112,NA
44863,ENSMUSG00000109268,9530078K11Rik,NA
44864,ENSMUSG00000104915,Trav15n-2,NA
44865,ENSMUSG00000105295,Gm42834,NA
44866,ENSMUSG00000096695,Olfr196,258775
44867,ENSMUSG00000105657,Gm42833,NA
44868,ENSMUSG00000091422,Gm6455,NA
44869,ENSMUSG00000114975,,NA
44870,ENSMUSG00000115491,,NA
44871,ENSMUSG00000115587,,NA
44872,ENSMUSG00000019122,Ccl9,20308
44873,ENSMUSG00000102106,2310043O21Rik,NA
44874,ENSMUSG00000029068,Ccnl2,56036
44875,ENSMUSG00000104942,Gm3321,NA
44876,ENSMUSG00000106652,Gm43358,NA
44877,ENSMUSG00000006276,Eps15l1,13859
44878,ENSMUSG00000106165,Gm3922,NA
44879,ENSMUSG00000103635,Gm38061,NA
44880,ENSMUSG00000018169,Mfng,17305
44881,ENSMUSG00000022453,Naga,17939
44882,ENSMUSG00000085772,D630024D03Rik,NA
44883,ENSMUSG00000094877,Trav3n-3,NA
44884,ENSMUSG00000106557,Gm42442,NA
44885,ENSMUSG00000085802,Gm16059,NA
44886,ENSMUSG00000024209,1700061G19Rik,78625
44887,ENSMUSG00000029673,Auts2,319974
44888,ENSMUSG00000051498,Tlr6,21899
44889,ENSMUSG00000094231,Trav9n-4,NA
44890,ENSMUSG00000027628,Aar2,68295
44891,ENSMUSG00000110558,Gm45779,NA
44892,ENSMUSG00000086335,Gm12107,NA
44893,ENSMUSG00000085108,Saxo1os,NA
44894,ENSMUSG00000093969,Trav4n-4,NA
44895,ENSMUSG00000109020,Olfr197,258477
44896,ENSMUSG00000070934,Rraga,68441
44897,ENSMUSG00000020300,Cpeb4,67579
44898,ENSMUSG00000052537,Olfr198,258036
44899,ENSMUSG00000030681,Mvp,78388
44900,ENSMUSG00000074996,Olfr199,404310
44901,ENSMUSG00000109537,Olfr200-ps1,NA
44902,ENSMUSG00000059248,Sept9,53860
44903,ENSMUSG00000096168,Trav5n-4,NA
44904,ENSMUSG00000038047,Haus6,230376
44905,ENSMUSG00000092534,Pagr1b,NA
44906,ENSMUSG00000036323,Srp72,66661
44907,ENSMUSG00000030680,Pagr1a,NA
44908,ENSMUSG00000032899,Styk1,243659
44909,ENSMUSG00000105624,Gm43187,NA
44910,ENSMUSG00000083212,Gm12274,NA
44911,ENSMUSG00000106049,Gm43019,NA
44912,ENSMUSG00000073896,Olfr716,258597
44913,ENSMUSG00000104994,Gm42989,NA
44914,ENSMUSG00000106570,C230071H17Rik,NA
44915,ENSMUSG00000094043,Gm7971,666187
44916,ENSMUSG00000104936,2610011E03Rik,NA
44917,ENSMUSG00000106356,Gm42438,NA
44918,ENSMUSG00000105584,Gm42588,NA
44919,ENSMUSG00000106690,Gm6348,622731
44920,ENSMUSG00000105726,Gm42443,NA
44921,ENSMUSG00000107213,Gm3302,NA
44922,ENSMUSG00000106384,Gm43188,NA
44923,ENSMUSG00000045114,Prrt2,69017
44924,ENSMUSG00000105985,Gm42993,NA
44925,ENSMUSG00000105470,Gm42589,NA
44926,ENSMUSG00000106395,Gm42439,NA
44927,ENSMUSG00000096139,Gm7978,666203
44928,ENSMUSG00000106320,Gm42992,NA
44929,ENSMUSG00000105495,Gm42995,NA
44930,ENSMUSG00000105720,Gm42440,NA
44931,ENSMUSG00000106450,Gm43018,NA
44932,ENSMUSG00000105773,4930563F08Rik,NA
44933,ENSMUSG00000105500,Gm42591,NA
44934,ENSMUSG00000104987,2810432F15Rik,NA
44935,ENSMUSG00000072814,Gm7982,666209
44936,ENSMUSG00000106045,Gm42996,NA
44937,ENSMUSG00000106386,Gm42991,NA
44938,ENSMUSG00000105598,Gm43186,NA
44939,ENSMUSG00000106516,Gm42441,NA
44940,ENSMUSG00000105289,Gm43483,NA
44941,ENSMUSG00000107068,Gm42742,67278
44942,ENSMUSG00000072813,E330014E10Rik,665943
44943,ENSMUSG00000018927,Ccl6,20305
44944,ENSMUSG00000074995,Olfr201,258996
44945,ENSMUSG00000025646,Atrip,235610
44946,ENSMUSG00000106805,Gm42714,NA
44947,ENSMUSG00000002661,Alkbh7,66400
44948,ENSMUSG00000051832,E230016K23Rik,NA
44949,ENSMUSG00000048810,Olfr202,258997
44950,ENSMUSG00000096617,Gm5559,NA
44951,ENSMUSG00000107703,Gm44039,NA
44952,ENSMUSG00000023078,Cxcl13,55985
44953,ENSMUSG00000087278,A930006I01Rik,NA
44954,ENSMUSG00000102686,Gm37220,NA
44955,ENSMUSG00000068182,Olfr203,258479
44956,ENSMUSG00000081906,Rpl9-ps1,NA
44957,ENSMUSG00000095370,Trav6n-7,NA
44958,ENSMUSG00000039515,Ptpa,110854
44959,ENSMUSG00000107092,Gm7993,NA
44960,ENSMUSG00000105080,Trav7n-6,NA
44961,ENSMUSG00000049734,Trex1,22040
44962,ENSMUSG00000000982,Ccl3,20302
44963,ENSMUSG00000020299,4930524B15Rik,67592
44964,ENSMUSG00000041390,Mdfic,16543
44965,ENSMUSG00000037772,Mrpl23,19935
44966,ENSMUSG00000083233,Gm13406,NA
44967,ENSMUSG00000105383,Gm42641,NA
44968,ENSMUSG00000081992,Gm13408,NA
44969,ENSMUSG00000083503,Gm13407,NA
44970,ENSMUSG00000070794,BC016548,NA
44971,ENSMUSG00000105418,Gm43650,NA
44972,ENSMUSG00000096038,Trav13n-3,NA
44973,ENSMUSG00000038696,Mapkap1,227743
44974,ENSMUSG00000111465,Gm47113,NA
44975,ENSMUSG00000074754,Smim26,228715
44976,ENSMUSG00000018930,Ccl4,20303
44977,ENSMUSG00000002664,Pspn,19197
44978,ENSMUSG00000084306,Gm11743,NA
44979,ENSMUSG00000022603,Mroh4,69439
44980,ENSMUSG00000027430,Dtd1,66044
44981,ENSMUSG00000020297,Nsg2,18197
44982,ENSMUSG00000027186,Elf5,13711
44983,ENSMUSG00000015377,Dennd6b,69440
44984,ENSMUSG00000095928,Olfr204,258994
44985,ENSMUSG00000076821,Trav8n-2,NA
44986,ENSMUSG00000094422,Olfr205,257881
44987,ENSMUSG00000027431,Scp2d1,66328
44988,ENSMUSG00000082858,Gm11746,NA
44989,ENSMUSG00000109739,Gm17949,NA
44990,ENSMUSG00000044534,Ackr2,59289
44991,ENSMUSG00000091655,Gm8741,NA
44992,ENSMUSG00000031207,Msn,17698
44993,ENSMUSG00000091705,H2-Q2,15013
44994,ENSMUSG00000083664,Gm11433,NA
44995,ENSMUSG00000033170,Card10,105844
44996,ENSMUSG00000083932,Gm11438,NA
44997,ENSMUSG00000081449,Gm11432,NA
44998,ENSMUSG00000080927,Gm11430,NA
44999,ENSMUSG00000100717,1700120G07Rik,NA
45000,ENSMUSG00000083163,Gm11429,NA
45001,ENSMUSG00000020718,Polg2,50776
45002,ENSMUSG00000069792,Wfdc17,100034251
45003,ENSMUSG00000020424,Gatsl3,71962
45004,ENSMUSG00000073804,Nps,100043254
45005,ENSMUSG00000109891,Gm45339,NA
45006,ENSMUSG00000000983,Wfdc18,14038
45007,ENSMUSG00000076822,Trav16n,NA
45008,ENSMUSG00000073803,4930544L04Rik,NA
45009,ENSMUSG00000036093,Arl5a,75423
45010,ENSMUSG00000076823,Trav13n-4,NA
45011,ENSMUSG00000048377,Foxi2,270004
45012,ENSMUSG00000016626,Nlrp14,76858
45013,ENSMUSG00000086386,Gm12108,NA
45014,ENSMUSG00000051748,Wfdc21,66107
45015,ENSMUSG00000040528,Milr1,380732
45016,ENSMUSG00000109598,Gm36356,NA
45017,ENSMUSG00000106604,Gm42535,NA
45018,ENSMUSG00000050866,Clrn3,212070
45019,ENSMUSG00000011486,Slc25a41,103775
45020,ENSMUSG00000027187,Cat,12359
45021,ENSMUSG00000092253,H2-Q3,NA
45022,ENSMUSG00000066257,Olfr206,258993
45023,ENSMUSG00000063820,Arl9,384185
45024,ENSMUSG00000085761,4930455G09Rik,NA
45025,ENSMUSG00000034724,Cnot6l,231464
45026,ENSMUSG00000083409,Gm11340,NA
45027,ENSMUSG00000086632,1700112J05Rik,NA
45028,ENSMUSG00000081909,Gm11341,NA
45029,ENSMUSG00000086050,Gm16045,NA
45030,ENSMUSG00000029248,Thegl,71868
45031,ENSMUSG00000108046,Gm43924,NA
45032,ENSMUSG00000055494,Gm14168,NA
45033,ENSMUSG00000026556,Vangl2,93840
45034,ENSMUSG00000106186,Gm43627,NA
45035,ENSMUSG00000086118,Gm14169,NA
45036,ENSMUSG00000076824,Trav14n-3,NA
45037,ENSMUSG00000095706,Olfr209,257973
45038,ENSMUSG00000095706,Olfr209,258382
45039,ENSMUSG00000095706,Olfr209,404311
45040,ENSMUSG00000029185,Fam114a1,68303
45041,ENSMUSG00000086588,Gm11729,NA
45042,ENSMUSG00000083705,Gm8624,NA
45043,ENSMUSG00000108048,Gm43990,NA
45044,ENSMUSG00000030189,Ybx3,56449
45045,ENSMUSG00000087635,Gm13414,NA
45046,ENSMUSG00000114050,Gm47666,NA
45047,ENSMUSG00000019969,Psen1,19164
45048,ENSMUSG00000022452,Smdt1,69029
45049,ENSMUSG00000000976,Heatr6,217026
45050,ENSMUSG00000083498,Gm14172,NA
45051,ENSMUSG00000087508,Gm14174,NA
45052,ENSMUSG00000061689,Dlgap4,228836
45053,ENSMUSG00000049687,Fam109b,338368
45054,ENSMUSG00000104187,Gm37820,NA
45055,ENSMUSG00000114706,Gm47952,NA
45056,ENSMUSG00000114368,Gm47953,NA
45057,ENSMUSG00000074753,Gm14092,627302
45058,ENSMUSG00000115531,,NA
45059,ENSMUSG00000081687,Gm13996,NA
45060,ENSMUSG00000098096,Gm26969,NA
45061,ENSMUSG00000063873,Slc24a3,94249
45062,ENSMUSG00000081342,Gm11434,NA
45063,ENSMUSG00000085235,Gm12576,NA
45064,ENSMUSG00000100420,Gm28616,NA
45065,ENSMUSG00000105809,Gm42626,NA
45066,ENSMUSG00000048281,Dleu7,239133
45067,ENSMUSG00000108201,Gm43991,NA
45068,ENSMUSG00000032724,Abtb2,99382
45069,ENSMUSG00000099983,1700022E09Rik,NA
45070,ENSMUSG00000021932,Rnaseh2b,67153
45071,ENSMUSG00000073728,Tmem51os1,NA
45072,ENSMUSG00000107885,Gm43993,NA
45073,ENSMUSG00000087158,Gm14093,NA
45074,ENSMUSG00000108089,Gm3148,NA
45075,ENSMUSG00000084178,Gm11759,NA
45076,ENSMUSG00000085574,Gm13053,NA
45077,ENSMUSG00000108295,Gm36406,NA
45078,ENSMUSG00000040616,Tmem51,214359
45079,ENSMUSG00000087594,BC039771,NA
45080,ENSMUSG00000108025,Gm36503,NA
45081,ENSMUSG00000102329,Gm10851,NA
45082,ENSMUSG00000081722,Gm11763,NA
45083,ENSMUSG00000081169,Gm12551,NA
45084,ENSMUSG00000102376,Gm37975,NA
45085,ENSMUSG00000107022,Gm36669,NA
45086,ENSMUSG00000087090,Nctc1,NA
45087,ENSMUSG00000079505,Gm11131,NA
45088,ENSMUSG00000035929,H2-Q4,15015
45089,ENSMUSG00000018500,Adora2b,11541
45090,ENSMUSG00000052298,Cdc42se2,72729
45091,ENSMUSG00000103500,Gm38373,NA
45092,ENSMUSG00000019732,Calr3,73316
45093,ENSMUSG00000001768,Rin2,74030
45094,ENSMUSG00000106097,Gm42625,NA
45095,ENSMUSG00000025401,Myo1a,432516
45096,ENSMUSG00000058905,Gm10051,NA
45097,ENSMUSG00000106172,Gm17979,NA
45098,ENSMUSG00000105227,Gm36667,NA
45099,ENSMUSG00000081613,Gm12109,NA
45100,ENSMUSG00000106067,Gm7902,NA
45101,ENSMUSG00000104893,Gm2404,NA
45102,ENSMUSG00000105548,Trav15n-3,NA
45103,ENSMUSG00000106800,1700030N18Rik,NA
45104,ENSMUSG00000086039,Gm12227,NA
45105,ENSMUSG00000096417,Trav7-2,NA
45106,ENSMUSG00000082503,Gm12229,NA
45107,ENSMUSG00000050445,Cyp8b1,13124
45108,ENSMUSG00000085315,A430018G15Rik,NA
45109,ENSMUSG00000029148,Nrbp1,192292
45110,ENSMUSG00000087541,Hopxos,NA
45111,ENSMUSG00000020679,Hnf1b,21410
45112,ENSMUSG00000025201,Bloc1s2-ps,NA
